nombre_id,area,perimetro,ancho,altura,circularidad,feret,FeretAngle,min_feret,razon_aspecto,redondez,Solidity,esferoide,dia,diametro,poblacion_celular
Esferas_BT474_dia_1_well_2_100X_2_blob_59,520.5872,84.955,25.8152,25.8152,0.9064,27.5869,127.9987,25.8132,1.0525,0.9501,0.9576,si,1,26.70005,3.0843790443472714
Esferas_BT474_dia_1_well_2_100X_2_blob_60,487.3582,81.6749,25.1359,24.4565,0.9181,26.4946,157.3801,24.4565,1.0421,0.9596,0.9617,si,1,25.47555,2.6791820606626966
Esferas_BT474_dia_1_well_2_100X_2_blob_61,1207.3192,131.0424,40.0815,38.7228,0.8835,40.6985,123.4248,38.7228,1.0373,0.964,0.9682,si,1,39.71065,10.14734689567994
Esferas_BT474_dia_1_well_2_100X_2_blob_62,807.6486,110.2358,31.25,31.9293,0.8352,36.5651,125.1664,31.25,1.0688,0.9356,0.9563,si,1,33.90755,6.317143644714848
Esferas_BT474_dia_1_well_2_100X_2_blob_63,683.5014,102.4133,31.9293,30.5707,0.8189,34.3524,155.4623,27.8615,1.1445,0.8737,0.9469,si,1,31.10695,4.8775733963584464
Esferas_BT474_dia_1_well_2_100X_2_blob_66,943.795,119.1156,33.288000000000004,36.6848,0.8359,37.8794,57.45,33.288000000000004,1.0992,0.9098,0.9503,si,1,35.5837,7.3010417554348175
Esferas_BT474_dia_1_well_2_100X_2_blob_68,841.3391,111.1965,32.6087,35.3261,0.8551,37.4135,119.3578,29.1661,1.2831,0.7794,0.9517,si,1,33.2898,5.978126185551382
Esferas_BT474_dia_1_well_2_100X_2_blob_69,461.052,82.9653,26.4946,23.7772,0.8417,27.9277,161.5651,23.7772,1.089,0.9182,0.9246,si,1,25.85245,2.799862091027612
Esferas_BT474_dia_1_well_2_100X_2_blob_70,1557.608,155.4307,47.5543,43.4783,0.8102,52.2568,26.2319,41.6642,1.2293,0.8135,0.9524,si,1,46.9605,16.781456703378172
Esferas_BT474_dia_1_well_2_100X_2_blob_71,559.8158,87.6724,25.8152,27.1739,0.9152,28.0843,32.1523,25.8152,1.0454,0.9565,0.9635,si,1,26.94975,3.1717265839094084
Esferas_BT474_dia_1_well_2_100X_2_blob_72,840.8775,109.275,32.6087,33.9674,0.8849,34.6201,105.9454,32.4589,1.0435,0.9583,0.9567,si,1,33.539500000000004,6.113659846979758
Esferas_BT474_dia_1_well_2_100X_2_blob_74,797.9568,111.3613,32.6087,31.9293,0.8086,34.5133,36.1932,31.2241,1.1023,0.9072,0.9466,si,1,32.868700000000004,5.754122486780269
Esferas_BT474_dia_1_well_2_100X_2_blob_75,1262.7009,140.5533,36.0054,46.1957,0.8032,47.6997,116.2001,35.4276,1.4251,0.7017,0.9548,si,1,41.56365,11.63516528274342
Esferas_BT474_dia_1_well_2_100X_2_blob_77,731.9604,105.9265,31.9293,31.25,0.8198,34.0759,23.4986,30.4713,1.0454,0.9565,0.9357,si,1,32.2736,5.447205453703173
Esferas_BT474_dia_1_well_2_100X_2_blob_78,1881.1289,171.3653,46.1957,58.4239,0.805,59.4264,100.5392,44.6425,1.3508,0.7403,0.9482,si,1,52.03445,22.829921871741792
Esferas_BT474_dia_1_well_2_100X_2_blob_79,855.6460000000003,113.8456,33.288000000000004,33.9674,0.8296,35.4304,122.4712,33.0684,1.0796,0.9263,0.9515,si,1,34.249399999999994,6.5101414207694255
Esferas_BT474_dia_1_well_2_100X_2_blob_80,1123.3238,127.5974,40.0815,36.6848,0.867,41.507,158.8952,35.838,1.1547,0.866,0.9621,si,1,38.6725,9.37212914166722
Esferas_BT474_dia_1_well_2_100X_2_blob_81,1392.3861,150.0924,43.4783,44.837,0.7767,50.5464,53.7462,37.8719,1.3859,0.7215,0.9332,si,1,44.20915,14.001288826125602
Esferas_BT474_dia_1_well_2_100X_2_blob_82,888.4134,113.3511,36.0054,31.25,0.8689,38.3395,150.2551,31.0428,1.1782,0.8487,0.9613,si,1,34.69115,6.765308576619487
Esferas_BT474_dia_1_well_2_100X_1_blob_2,562.1234,87.8373,27.1739,26.4946,0.9156,27.9773,29.0546,26.4946,1.0352,0.966,0.9598,si,1,27.23595,3.273852467640616
Esferas_BT474_dia_1_well_2_100X_1_blob_3,385.3637,71.9992,22.4185,21.7391,0.9342,23.1876,58.1726,21.7391,1.0257,0.9749,0.9625,si,1,22.46335,1.8367713282548632
Esferas_BT474_dia_1_well_2_100X_1_blob_4,478.128,82.4025,25.1359,25.8152,0.8849,27.9277,48.9452,22.2332,1.2308,0.8125,0.9535,si,1,25.08045,2.5564511194452093
Esferas_BT474_dia_1_well_2_100X_1_blob_5,493.8194,82.6356,26.4946,23.7772,0.9087,27.2841,161.1139,23.7772,1.1086,0.9021,0.9571,si,1,25.53065,2.6966037590192182
Esferas_BT474_dia_1_well_2_100X_1_blob_6,702.4235,100.7932,33.9674,27.1739,0.8689,35.2542,25.0836,25.8484,1.395,0.7168,0.9593,si,1,30.5513,4.620836523502327
Esferas_BT474_dia_1_well_2_100X_1_blob_7,886.5674,124.1524,37.3641,38.0435,0.7228,44.6978,46.8476,26.3849,1.8377,0.5442,0.9017,si,1,35.54135,7.275004726923032
Esferas_BT474_dia_1_well_2_100X_1_blob_8,354.9039,69.2818,21.0598,21.7391,0.9291,22.5007,151.1134,21.0598,1.0158,0.9844,0.9571,si,1,21.78025,1.6742492038201116
Esferas_BT474_dia_1_well_2_100X_1_blob_9,632.2735,95.1935,27.8533,29.8913,0.8768,33.0166,126.6341,24.662,1.319,0.7582,0.959,si,1,28.8393,3.8867415605924176
Esferas_BT474_dia_1_well_2_100X_1_blob_11,431.9766,77.9967,25.1359,22.4185,0.8923,26.2408,21.2505,22.4185,1.1197,0.8931,0.9488,si,1,24.32965,2.3336681761698275
Esferas_BT474_dia_1_well_2_100X_1_blob_12,515.9721,86.2455,26.4946,26.4946,0.8717,27.2841,161.1139,25.8646,1.0583,0.9449,0.9471,si,1,26.57435,3.0410213677903903
Esferas_BT474_dia_1_well_2_100X_1_blob_13,444.4375,79.9865,24.4565,23.0978,0.8729,26.4597,131.8779,23.0978,1.0842,0.9224,0.9441,si,1,24.77875,2.4652995804275144
Esferas_BT474_dia_1_well_2_100X_1_blob_15,639.1962,98.0758,33.288000000000004,26.4946,0.8351,33.9742,11.5346,23.3895,1.4619,0.684,0.9473,si,1,28.681850000000004,3.82342874125565
Esferas_BT474_dia_1_well_2_100X_1_blob_16,426.4384,77.036,23.0978,23.7772,0.903,24.7286,110.9245,23.0978,1.04,0.9615,0.9541,si,1,23.9132,2.215871686216464
Esferas_BT474_dia_1_well_2_100X_1_blob_17,485.0507,81.8397,25.1359,25.1359,0.9101,26.5294,140.1944,24.4989,1.071,0.9337,0.9576,si,1,25.51415,2.691378837690813
Esferas_BT474_dia_1_well_2_100X_1_blob_18,537.2017,86.4786,26.4946,26.4946,0.9027,27.1739,53.1301,26.4239,1.0075,0.9926,0.9588,si,1,26.7989,3.118763366562267
Esferas_BT474_dia_1_well_2_100X_1_blob_19,658.5797,95.9212,29.8913,29.212,0.8995,30.7588,120.5297,28.8223,1.0401,0.9615,0.9622,si,1,29.79055,4.284173828874134
Esferas_BT474_dia_1_well_2_100X_1_blob_20,475.3589,81.8397,25.8152,24.4565,0.8919,26.4946,157.3801,24.2621,1.0763,0.9291,0.9519,si,1,25.37835,2.648632279299652
Esferas_BT474_dia_1_well_2_100X_1_blob_21,604.1211,91.5154,28.5326,27.1739,0.9065,29.8295,149.9314,27.1739,1.0685,0.9359,0.9614,si,1,28.5017,3.751835716260872
Esferas_BT474_dia_1_well_2_100X_1_blob_22,590.7372,89.7588,27.8533,27.1739,0.9214,29.2435,30.7355,26.7663,1.0823,0.9239,0.9649,si,1,28.0049,3.55904597813036
Esferas_BT474_dia_1_well_2_100X_1_blob_23,562.5849,87.2745,26.4946,26.4946,0.9282,28.1253,37.1467,26.4946,1.022,0.9784,0.9686,si,1,27.30995,3.3006101807694463
Esferas_BT474_dia_1_well_2_100X_1_blob_25,657.6567,100.3269,31.9293,27.1739,0.8211,32.8133,152.9044,27.1739,1.1594,0.8625,0.936,si,1,29.9936,4.372374027836301
Esferas_BT474_dia_1_well_2_100X_1_blob_26,778.1117,106.4893,32.6087,32.6087,0.8623,34.5133,126.1932,29.5928,1.1553,0.8656,0.9571,si,1,32.05305,5.336292207404262
Esferas_BT474_dia_1_well_2_100X_1_blob_27,1755.1357,189.6877,46.1957,62.5,0.613,67.9246,59.3311,37.097,2.0172,0.4957,0.89,si,1,52.5108,23.462669563011183
Esferas_BT474_dia_1_well_2_100X_1_blob_29,493.3579,87.4393,25.8152,27.1739,0.8109,28.6617,121.4296,24.9793,1.0705,0.9341,0.9271,si,1,26.8205,3.126310646481878
Esferas_BT474_dia_1_well_2_100X_3_blob_1,471.2053,80.87899999999998,25.1359,24.4565,0.9052,25.7167,12.2005,24.4029,1.0516,0.9509,0.956,si,1,25.0598,2.55014175151692
Esferas_BT474_dia_1_well_2_100X_3_blob_3,512.28,84.324,25.8152,26.4946,0.9053,28.6698,143.6732,23.5382,1.2107,0.8259,0.9602,si,1,26.104,2.8823897332164394
Esferas_BT474_dia_1_well_2_100X_3_blob_4,432.8996,77.8319,24.4565,22.4185,0.898,25.5366,28.6105,22.4185,1.0743,0.9308,0.9513,si,1,23.97755,2.2338084823776003
Esferas_BT474_dia_1_well_2_100X_3_blob_5,315.2137,66.7975,21.0598,19.7011,0.8878,22.2117,156.5713,19.7011,1.1219,0.8913,0.9466,si,1,20.9564,1.491356796983188
Esferas_BT474_dia_1_well_2_100X_3_blob_6,499.3576,83.5963,26.4946,23.7772,0.8979,26.9437,146.3099,23.7772,1.0915,0.9162,0.9605,si,1,25.36045,2.643031786855176
Esferas_BT474_dia_1_well_2_100X_3_blob_7,592.5833,91.0209,25.1359,28.5326,0.8988,30.5329,69.1455,24.595,1.1932,0.8381,0.9636,si,1,27.56395,3.3935627196631115
Esferas_BT474_dia_1_well_2_100X_3_blob_8,525.2023,87.2745,27.1739,25.8152,0.8665,28.3785,47.9108,25.7844,1.0577,0.9455,0.9456,si,1,27.08145,3.218453664108869
Esferas_BT474_dia_1_well_2_100X_3_blob_9,372.9029,87.2062,20.3804,27.8533,0.6162,28.3785,78.9591,20.3804,1.3037,0.767,0.8726,si,1,24.37945,2.348027780973318
Esferas_BT474_dia_1_well_2_100X_3_blob_11,374.7489,71.9992,22.4185,21.0598,0.9084,23.7286,23.6294,21.0598,1.086,0.9208,0.9564,si,1,22.3942,1.8198608297061327
Esferas_BT474_dia_1_well_2_100X_3_blob_12,1093.7869,131.2755,33.9674,44.1576,0.7976,47.5592,68.1986,31.8513,1.455,0.6873,0.9535,si,1,39.70525,10.143207838102876
Esferas_BT474_dia_1_well_2_100X_3_blob_13,331.8282,66.3995,21.0598,19.7011,0.9458,21.9504,21.8014,19.7011,1.0569,0.9462,0.9619,si,1,20.82575,1.4636373104976204
Esferas_BT474_dia_1_well_2_100X_3_blob_14,915.1812,116.0002,33.288000000000004,37.3641,0.8547,38.4597,125.6553,31.6127,1.2205,0.8194,0.961,si,1,35.0362,6.969193297129976
Esferas_BT474_dia_1_well_2_100X_3_blob_15,395.0555,74.8814,23.7772,21.7391,0.8854,24.124,9.7276,21.7391,1.0943,0.9139,0.9495,si,1,22.93155,1.9540323622668168
Esferas_BT474_dia_1_well_2_100X_3_blob_16,974.7164,119.2804,37.3641,34.6467,0.8609,38.9308,150.7512,34.2391,1.1169,0.8953,0.9615,si,1,36.58495,7.934853582120155
Esferas_BT474_dia_1_well_2_100X_3_blob_17,371.5183,71.4364,21.7391,21.7391,0.9149,22.9877,145.8403,21.7391,1.0322,0.9688,0.9561,si,1,22.3634,1.812362282158516
Esferas_BT474_dia_1_well_2_100X_3_blob_18,337.8279,68.321,21.7391,20.3804,0.9095,22.3463,160.4633,20.3804,1.0846,0.922,0.9513,si,1,21.36335,1.579936334626873
Esferas_BT474_dia_1_well_2_100X_3_blob_19,423.2079,77.2008,24.4565,22.4185,0.8923,24.9423,150.6422,22.4185,1.1005,0.9087,0.9512,si,1,23.6804,2.151783742787649
Esferas_BT474_dia_1_well_2_100X_3_blob_21,899.9513,116.7961,40.0815,30.5707,0.8290000000000001,41.3901,156.8014,28.1881,1.4951,0.6689,0.958,si,1,34.7891,6.822775805576018
Esferas_BT474_dia_1_well_2_100X_3_blob_22,509.5109,83.5963,26.4946,24.4565,0.9162,26.9437,146.3099,24.4565,1.0659,0.9382,0.9621,si,1,25.7001,2.7506539668043013
Esferas_BT474_dia_1_well_2_100X_3_blob_23,1370.2335,157.5853,50.2717,42.1196,0.6934,52.5914,151.4486,37.8801,1.5638,0.6395,0.8994,si,1,45.23575,14.999504255929148
Esferas_BT474_dia_1_well_2_100X_3_blob_25,155.53,45.5246,14.9457,13.587,0.943,15.3268,12.8043,13.587,1.0853,0.9214,0.9453,si,1,14.4569,0.4896176338408228
Esferas_BT474_dia_1_well_2_100X_3_blob_26,467.9747,81.8397,25.1359,25.1359,0.878,26.9693,40.9144,23.8497,1.1056,0.9045,0.9459,si,1,25.4095,2.658397241021232
Esferas_BT474_dia_1_well_2_100X_3_blob_27,414.4391,76.8029,24.4565,21.7391,0.8829,24.7939,170.5377,21.7391,1.1041,0.9057,0.9513,si,1,23.2665,2.0409139330688464
Esferas_BT474_dia_1_well_2_100X_3_blob_28,466.5901,80.87899999999998,25.1359,23.7772,0.8963,26.2144,31.2184,23.7772,1.071,0.9337,0.9565,si,1,24.99580000000001,2.5306532549521754
Esferas_BT474_dia_1_well_2_100X_3_blob_29,961.3326,120.2411,31.25,41.4402,0.8356,41.9934,99.3099,31.25,1.402,0.7133,0.9514,si,1,36.6217,7.958789563061693
Esferas_BT474_dia_1_well_2_100X_3_blob_30,415.3621,75.5125,23.7772,21.7391,0.9154,24.7286,164.0546,21.7391,1.0599,0.9435,0.9585,si,1,23.23385,2.032333909442193
Esferas_BT474_dia_1_well_2_100X_3_blob_31,1097.0175,138.6318,35.3261,44.837,0.7173,45.2519,97.7652,35.3261,1.3749,0.7273,0.9079,si,1,40.289,10.597196417367568
Esferas_BT474_dia_1_well_2_100X_3_blob_33,433.3611,77.5988,24.4565,23.0978,0.9044,25.0531,49.3987,23.0978,1.0565,0.9465,0.9533,si,1,24.07545,2.261282178387823
Esferas_BT474_dia_1_well_2_100X_3_blob_34,430.5921,77.036,24.4565,22.4185,0.9118,25.2458,156.1941,22.4185,1.0886,0.9186,0.9555,si,1,23.83215,2.193416928046473
Esferas_BT474_dia_1_well_2_100X_3_blob_35,473.5128,82.4025,27.1739,23.7772,0.8763,27.5869,170.0738,23.7772,1.1066,0.9037,0.9465,si,1,25.68205,2.7448624202374363
Esferas_BT474_dia_1_well_2_100X_3_blob_36,510.4339,84.7219,25.1359,26.4946,0.8936,27.3432,116.5651,25.1359,1.0725,0.9324,0.9567,si,1,26.23955,2.927525375127324
Esferas_BT474_dia_1_well_2_100X_3_blob_37,757.3436,104.9658,31.9293,33.288000000000004,0.8638,36.7414,56.3099,26.1505,1.3969999999999998,0.7158,0.9516,si,1,31.44595,5.038783267420514
Esferas_BT474_dia_1_well_2_100X_3_blob_38,313.3676,66.3995,21.0598,19.7011,0.8932,21.332,142.7652,19.7011,1.0733,0.9317,0.945,si,1,20.51655,1.3994085362158728
Esferas_BT474_dia_1_well_2_100X_3_blob_39,816.4173,108.246,34.6467,32.6087,0.8756,37.7756,142.3058,27.8857,1.3611,0.7347,0.9601,si,1,32.83065,5.734162068465443
Esferas_BT474_dia_1_well_2_100X_3_blob_40,926.2575,118.1548,40.7609,29.8913,0.8338,42.5556,16.6992,28.6957,1.5099,0.6623,0.9614,si,1,35.62565,7.326894034882757
Esferas_BT474_dia_1_well_2_100X_3_blob_41,842.2621,112.8166,33.9674,36.6848,0.8316,40.1333,123.9591,26.798,1.4995,0.6669,0.9473,si,1,33.46565,6.073364042902496
Esferas_BT474_dia_1_well_2_100X_3_blob_42,1608.3744,182.1666,46.875,59.1033,0.6091,65.4893,126.9888,32.7877,2.2587,0.4427,0.8795,si,1,49.1385,19.226365986377644
Esferas_BT474_dia_1_well_2_100X_3_blob_43,359.9805,75.4442,21.7391,22.4185,0.7948,25.6808,52.5238,20.6593,1.1637,0.8593,0.9236,si,1,23.170050000000003,2.015637514848277
Esferas_BT474_dia_1_well_2_100X_3_blob_44,381.2101,73.3579,22.4185,22.4185,0.8902,23.5823,131.4965,22.3435,1.0301,0.9708,0.9418,si,1,22.9629,1.962057467485521
Esferas_BT474_dia_1_well_2_100X_3_blob_47,527.0484,84.3923,24.4565,26.4946,0.9299,27.7537,111.541,24.4565,1.0787,0.927,0.9686,si,1,26.1051,2.882754132808377
Esferas_BT474_dia_1_well_2_100X_3_blob_48,533.5096,112.4186,28.5326,27.1739,0.5305,29.2435,120.7355,26.9363,1.0481,0.9541,0.8858,si,1,28.0899,3.591551507955052
Esferas_BT474_dia_1_well_2_100X_3_blob_49,383.9792,72.5619,22.4185,22.4185,0.9164,23.4252,150.4612,21.8746,1.0598,0.9436,0.9558,si,1,22.6499,1.8829135755502804
Esferas_BT474_dia_1_well_2_100X_3_blob_50,791.4956,106.7225,33.9674,29.8913,0.8733,36.4893,24.1791,29.6269,1.2019,0.8320000000000001,0.9624,si,1,33.0581,5.854168075707659
Esferas_BT474_dia_1_well_2_100X_3_blob_51,599.506,90.5547,27.8533,27.1739,0.9187,28.9022,150.4222,27.1739,1.0087,0.9914,0.9626,si,1,28.03805,3.571699701679884
Esferas_BT474_dia_1_well_2_100X_3_blob_53,685.3475,99.2013,31.9293,29.212,0.8752,34.0488,151.3895,25.8242,1.2921,0.7739,0.9593,si,1,29.9365,4.347449954086777
Esferas_BT474_dia_1_well_2_100X_3_blob_54,471.6668,81.4417,24.4565,25.1359,0.8936,26.9437,123.6901,23.9778,1.1021,0.9073,0.9538,si,1,25.46075,2.6745153669242416
Esferas_BT474_dia_1_well_2_100X_3_blob_55,547.355,87.2745,27.1739,25.8152,0.903,28.1827,164.6237,25.8152,1.0591,0.9442,0.9568,si,1,26.99895,3.189129417778908
Esferas_BT474_dia_1_well_2_100X_3_blob_56,1228.0873,157.9149,45.5163,46.875,0.6189,56.81399999999999,131.1215,32.6304,1.9064,0.5246,0.8791,si,1,44.7222,14.494425229494809
Esferas_BT474_dia_1_well_2_100X_3_blob_57,759.6512,103.8402,31.25,32.6087,0.8853,34.3524,114.5377,29.7554,1.1543,0.8663,0.9603,si,1,32.0539,5.336716750653166
Esferas_BT474_dia_1_well_2_100X_3_blob_58,1808.6713,198.0047,44.1576,60.462,0.5797,61.7347,65.9735,41.1876,1.6883,0.5923,0.901,si,1,51.46115,22.08360554878923
Esferas_BT474_dia_1_well_2_100X_3_blob_59,505.3572,84.1591,25.1359,25.8152,0.8966,27.0548,141.1155,25.1359,1.0371,0.9642,0.9542,si,1,26.09535,2.8795252974696868
Esferas_BT474_dia_1_well_2_100X_3_blob_60,588.4297,91.1175,27.8533,27.8533,0.8906,29.0218,147.4259,27.3205,1.0504,0.952,0.9543,si,1,28.17115,3.6228074160426327
Esferas_BT474_dia_1_well_2_100X_3_blob_61,833.0318,109.6047,32.6087,34.6467,0.8714,35.8963,60.5241,30.3814,1.1744,0.8515,0.9583,si,1,33.13885,5.897172336762867
Esferas_BT474_dia_1_well_2_100X_3_blob_62,894.4131,113.8456,36.0054,34.6467,0.8672,39.4373,137.7927,29.783,1.3059,0.7657,0.9606,si,1,34.610150000000004,6.718030395197562
Esferas_BT474_dia_1_well_2_100X_3_blob_63,1806.3637,209.5337,42.1196,75.4076,0.517,76.9854,105.8759,32.5999,2.7087,0.3692,0.8472,si,1,54.79265,26.65621211099431
Esferas_BT474_dia_1_well_2_100X_3_blob_64,474.8974,81.1121,24.4565,24.4565,0.9071,26.2408,158.7495,24.3813,1.0441,0.9577,0.9577,si,1,25.31105,2.627616649774612
Esferas_BT474_dia_1_well_2_100X_3_blob_65,1037.9438,124.9766,37.3641,38.7228,0.8351,39.5716,55.4915,35.5475,1.0772,0.9284,0.9542,si,1,37.55955,8.58603512707791
Esferas_BT474_dia_1_well_2_100X_3_blob_66,731.4988,102.3167,30.5707,30.5707,0.8781,32.4099,123.0239,30.5707,1.021,0.9795,0.9548,si,1,31.4903,5.060132791778903
Esferas_BT474_dia_1_well_2_100X_3_blob_67,603.6596,92.0099,28.5326,29.212,0.8961,31.4707,57.3391,24.4989,1.2498,0.8001,0.9575,si,1,27.9848,3.5513881583692544
Esferas_BT474_dia_1_well_2_100X_3_blob_68,592.1218,96.484,27.1739,29.8913,0.7993,30.5178,106.8214,27.1739,1.0625,0.9412,0.9314,si,1,28.84585,3.8893904396982566
Esferas_BT474_dia_1_well_2_100X_3_blob_69,537.2017,87.4393,26.4946,25.8152,0.8829,28.6698,143.6732,25.5203,1.1026,0.907,0.9537,si,1,27.09505,3.223304913373683
Esferas_BT474_dia_1_well_2_100X_3_blob_70,559.3543,88.4001,27.8533,25.8152,0.8995,28.573,161.9958,25.8152,1.0604,0.943,0.9581,si,1,27.1941,3.258784114223919
Esferas_BT474_dia_1_well_2_100X_3_blob_73,936.8723,114.0787,35.3261,34.6467,0.9047,35.9541,112.2035,34.5867,1.0115,0.9887,0.966,si,1,35.27039999999999,7.109886615389247
Esferas_BT474_dia_1_well_1_100X_2_blob_2,443.976,77.8319,23.7772,23.0978,0.921,25.0531,130.6013,23.0978,1.0279,0.9728,0.9639,si,1,24.07545,2.261282178387823
Esferas_BT474_dia_1_well_1_100X_2_blob_6,457.8214,80.3162,26.4946,22.4185,0.8919,27.7537,21.541,21.383000000000006,1.3049,0.7663,0.9612,si,1,24.56835,2.403031651475876
Esferas_BT474_dia_1_well_1_100X_2_blob_9,380.7486,71.9992,22.4185,21.7391,0.923,23.2373,127.875,21.7391,1.0444,0.9575,0.9599,si,1,22.4882,1.8428738391510315
Esferas_BT474_dia_1_well_1_100X_2_blob_10,763.3433,110.1392,24.4565,39.4022,0.7908,40.0412,104.7436,24.0688,1.7239,0.5801,0.9481,si,1,32.055,5.3372661929877925
Esferas_BT474_dia_1_well_1_100X_2_blob_11,476.7434,81.2769,25.1359,24.4565,0.9069,26.5728,57.5288,24.2206,1.0649,0.939,0.956,si,1,25.39670000000001,2.6543817728381893
Esferas_BT474_dia_1_well_1_100X_2_blob_12,675.1942,102.9478,27.1739,34.6467,0.8006,37.8794,57.45,23.2841,1.6873,0.5927,0.9396,si,1,30.58175,4.6346668439795335
Esferas_BT474_dia_1_well_1_100X_2_blob_14,929.0266,133.3619,30.5707,45.5163,0.6564,47.4815,109.2127,27.4902,1.9709,0.5074,0.8907,si,1,37.48585,8.535591237737687
Esferas_BT474_dia_1_well_1_100X_2_blob_16,389.9789,72.7951,22.4185,21.7391,0.9248,23.3759,144.4623,21.7391,1.0355,0.9657,0.9619,si,1,22.5575,1.8599634841309551
Esferas_BT474_dia_1_well_1_100X_2_blob_17,1197.6275,154.9644,47.5543,46.875,0.6267,58.1745,42.6338,27.2059,2.3725,0.4215,0.8962,si,1,42.6902,12.607125850339887
Esferas_BT474_dia_1_well_1_100X_2_blob_21,363.2111,70.8053,22.4185,21.0598,0.9104,23.4252,163.1416,21.0598,1.0652,0.9388,0.9563,si,1,22.2425,1.783127170260428
Esferas_BT474_dia_1_well_1_100X_2_blob_22,318.4443,71.0384,19.7011,22.4185,0.7929999999999999,23.4252,106.8584,19.7011,1.0669,0.9373,0.9218,si,1,21.56315,1.6246811131768448
Esferas_BT474_dia_1_well_1_100X_2_blob_23,472.1283,93.8348,29.212,27.1739,0.6738,35.0704,134.2152,19.1856,1.8544,0.5393,0.8792,si,1,27.128,3.2350786994568006
Esferas_BT474_dia_1_well_1_100X_2_blob_24,510.8954,100.3269,27.8533,27.8533,0.6378,33.7288,145.6698,23.3889,1.2738,0.7851,0.8824,si,1,28.55885,3.7744499080006166
Esferas_BT474_dia_1_well_1_100X_2_blob_25,999.1767,121.3667,38.7228,36.6848,0.8524,44.4545,141.2034,28.3727,1.5599,0.6411,0.9672,si,1,36.4136,7.823883436246527
Esferas_BT474_dia_1_well_1_100X_2_blob_26,530.279,85.5178,25.1359,27.1739,0.9112,28.0102,67.1663,25.0754,1.1046,0.9053,0.9607,si,1,26.5428,3.030203000354975
Esferas_BT474_dia_1_well_1_100X_2_blob_27,365.9802,70.6405,21.7391,21.7391,0.9216,22.9877,124.1597,21.4626,1.0658,0.9383,0.9566,si,1,22.22515,1.77895770229103
Esferas_BT474_dia_1_well_1_100X_2_blob_28,329.0591,66.7975,20.3804,20.3804,0.9268,21.8767,143.8418,20.3104,1.0554,0.9475,0.9603,si,1,21.09355,1.520829577007081
Esferas_BT474_dia_1_well_1_100X_1_blob_2,987.1773,122.0661,39.4022,33.288000000000004,0.8326,39.8737,8.8204,33.288000000000004,1.21,0.8264,0.9528,si,1,36.58085,7.932186152978296
Esferas_BT474_dia_1_well_1_100X_1_blob_3,541.8168,87.2062,26.4946,27.1739,0.8953,29.2435,120.7355,23.9778,1.2075,0.8281,0.9599,si,1,26.61065,3.0535003108446634
Esferas_BT474_dia_1_well_1_100X_1_blob_5,1016.7142,124.0841,38.0435,38.0435,0.8298,42.3708,41.0995,32.9715,1.3675,0.7313,0.9547,si,1,37.67115,8.662797342804494
Esferas_BT474_dia_1_well_1_100X_1_blob_6,515.5105,94.5625,24.4565,32.6087,0.7245,34.7199,59.4208,19.2591,1.9824,0.5044,0.899,si,1,26.9895,3.185781873621864
Esferas_BT474_dia_1_well_1_100X_1_blob_7,887.0289,133.7598,38.7228,42.1196,0.623,47.6755,122.7843,27.0994,2.0934,0.4777,0.8538,si,1,37.38745,8.468549991105016
Esferas_BT474_dia_1_well_1_100X_1_blob_8,615.659,93.6017,30.5707,27.1739,0.883,33.3504,146.6336,24.3051,1.3886,0.7202,0.9625,si,1,28.82775,3.8820735670783137
Esferas_BT474_dia_1_well_1_100X_1_blob_9,299.9838,64.0801,19.7011,19.7011,0.918,20.5383,55.7843,19.7011,1.0076,0.9925,0.9524,si,1,20.1197,1.3197632235843015
Esferas_BT474_dia_1_well_1_100X_1_blob_10,1200.3965,173.5882,47.5543,36.6848,0.5006,51.0551,25.2011,36.4576,1.59,0.6289,0.861,si,1,43.75635,13.575467127192422
Esferas_BT474_dia_1_well_1_100X_1_blob_12,414.9006,75.2793,23.7772,22.4185,0.92,24.3904,12.875,22.4185,1.0534,0.9493,0.9605,si,1,23.40445,2.077432105518798
Esferas_BT474_dia_1_well_1_100X_1_blob_13,484.5891,80.87899999999998,25.1359,24.4565,0.9309,26.2408,21.2505,24.4565,1.0557,0.9473,0.9646,si,1,25.34865,2.6393441631027
Esferas_BT474_dia_1_well_1_100X_1_blob_15,338.7509,69.5149,21.0598,21.0598,0.8809,22.6234,138.6522,20.856,1.0274,0.9734,0.9434,si,1,21.7397,1.6649153597156767
Esferas_BT474_dia_1_well_1_100X_1_blob_16,737.4985,113.1863,23.7772,38.0435,0.7234,38.9131,73.7798,23.7772,1.644,0.6083,0.9414,si,1,31.34515,4.9904829626656815
Esferas_BT474_dia_1_well_1_100X_1_blob_18,1038.4053,119.5135,36.0054,36.6848,0.9136,39.0137,125.0738,34.8022,1.1047,0.9052,0.9751,si,1,36.90795,8.14687946067676
Esferas_BT474_dia_1_well_1_100X_1_blob_20,372.9029,71.4364,22.4185,21.0598,0.9183,22.9877,34.1597,21.0598,1.0301,0.9707,0.9585,si,1,22.02375,1.7310329136494105
Esferas_BT474_dia_1_well_1_100X_1_blob_21,583.8145,98.6386,30.5707,29.212,0.754,34.7066,40.2364,21.657,1.6907,0.5915,0.9193,si,1,28.1818,3.626917736736941
